frameId,currentSpatialLayer,targetSpatialLayer,preferredSpatialLayer,rttMs,lossRate,availableBitrateBps,receiveTimeMs,latestDecodeTimeMs,frameBufferInsertTimeMs,frameBufferExtractTimeMs,decodeQueueInsertTimeMs,decodeQueueExtractTimeMs,decodeStartMs,decodeFinishMs,desiredReceiveTimeMs,desiredDecodeStartMs,actualSlackMs,actualSlackEffectiveMs,receiveSlackMs,decodeSlackNominalMs,frameBufferResidenceMs,decodeQueueResidenceMs,decodeSlackEffectiveMs,pacing,isRecorded,isDropped,frameStatus,frameIndex
1643712736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,0
1643715616,2.0,2.0,2.0,0.0,0.0,4666670.0,598488089.0,598488141.0,598488121.0,598488134.0,598488134.0,598488134.0,598488135.0,598488139.0,598488089.0,598488135.0,46.0,33.0,0.0,46.0,13.0,0.0,33.0,0.0,1,0,recorded,1
1643718496,2.0,2.0,2.0,0.0,0.0,4666670.0,598488109.0,598488204.0,598488204.0,598488204.0,598488204.0,598488205.0,598488206.0,598488212.0,598488121.0,598488167.0,97.0,96.0,12.0,58.0,0.0,1.0,57.0,0.0,1,0,recorded,2
1643721376,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,3
1643724346,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,4
1643727226,2.0,2.0,2.0,0.0,0.0,4666670.0,598488177.0,598488225.0,598488207.0,598488214.0,598488214.0,598488214.0,598488215.0,598488217.0,598488218.0,598488264.0,38.0,31.0,41.0,87.0,7.0,0.0,80.0,0.0,1,0,recorded,5
1643730016,2.0,2.0,2.0,0.0,0.0,4666670.0,598488210.0,598488304.0,598488303.0,598488304.0,598488304.0,598488304.0,598488305.0,598488307.0,598488249.0,598488295.0,95.0,94.0,39.0,85.0,1.0,0.0,84.0,0.0,1,0,recorded,6
1643732896,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,7
1643737216,2.0,2.0,2.0,0.0,0.0,4666670.0,598488291.0,598488319.0,598488305.0,598488308.0,598488308.0,598488308.0,598488308.0,598488310.0,598488329.0,598488375.0,17.0,14.0,38.0,84.0,3.0,0.0,81.0,0.0,1,0,recorded,8
1643740096,2.0,2.0,2.0,0.0,0.0,4666670.0,598488322.0,598488404.0,598488403.0,598488404.0,598488404.0,598488405.0,598488406.0,598488408.0,598488361.0,598488407.0,84.0,82.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,9
1643742976,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,10
1643745856,2.0,2.0,2.0,0.0,0.0,4666670.0,598488385.0,598488410.0,598488405.0,598488410.0,598488410.0,598488410.0,598488410.0,598488412.0,598488425.0,598488471.0,25.0,20.0,40.0,86.0,5.0,0.0,81.0,0.0,1,0,recorded,11
1643748736,2.0,2.0,2.0,0.0,0.0,4666670.0,598488418.0,598488506.0,598488505.0,598488506.0,598488507.0,598488507.0,598488508.0,598488512.0,598488457.0,598488503.0,90.0,89.0,39.0,85.0,1.0,0.0,84.0,0.0,1,0,recorded,12
1643751616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,13
1643754586,2.0,2.0,2.0,0.0,0.0,4666670.0,598488479.0,598488513.0,598488508.0,598488514.0,598488514.0,598488514.0,598488514.0,598488517.0,598488522.0,598488568.0,35.0,29.0,43.0,89.0,6.0,0.0,83.0,0.0,1,0,recorded,14
1643757376,2.0,2.0,2.0,0.0,0.0,4666670.0,598488510.0,598488612.0,598488611.0,598488612.0,598488613.0,598488613.0,598488615.0,598488620.0,598488553.0,598488599.0,105.0,104.0,43.0,89.0,1.0,0.0,88.0,0.0,1,0,recorded,15
1643760256,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,16
1643763136,2.0,2.0,2.0,0.0,0.0,4666670.0,598488575.0,598488622.0,598488615.0,598488622.0,598488622.0,598488623.0,598488623.0,598488625.0,598488617.0,598488663.0,48.0,40.0,42.0,88.0,7.0,1.0,80.0,0.0,1,0,recorded,17
1643766016,2.0,2.0,2.0,0.0,0.0,4666670.0,598488610.0,598488708.0,598488707.0,598488708.0,598488708.0,598488709.0,598488709.0,598488715.0,598488649.0,598488695.0,99.0,97.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,18
1643768986,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,19
1643773306,2.0,2.0,2.0,0.0,0.0,4666670.0,598488689.0,598488716.0,598488710.0,598488716.0,598488717.0,598488717.0,598488717.0,598488720.0,598488730.0,598488776.0,28.0,22.0,41.0,87.0,6.0,0.0,81.0,0.0,1,0,recorded,20
1643776186,2.0,2.0,2.0,0.0,0.0,4666670.0,598488720.0,598488864.0,598488864.0,598488864.0,598488864.0,598488865.0,598488865.0,598488872.0,598488762.0,598488808.0,145.0,144.0,42.0,88.0,0.0,1.0,87.0,0.0,1,0,recorded,21
1643778976,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,22
1643781856,2.0,2.0,2.0,0.0,0.0,4666670.0,598488785.0,598488873.0,598488865.0,598488874.0,598488874.0,598488874.0,598488874.0,598488877.0,598488825.0,598488871.0,89.0,80.0,40.0,86.0,9.0,0.0,77.0,0.0,1,0,recorded,23
1643784916,2.0,2.0,2.0,0.0,0.0,4666670.0,598488820.0,598489008.0,598489008.0,598489008.0,598489008.0,598489009.0,598489010.0,598489016.0,598488859.0,598488905.0,190.0,189.0,39.0,85.0,0.0,1.0,84.0,0.0,1,0,recorded,24
1643787616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,25
1643790496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,26
1643793376,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,27
1643796346,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,28
1643799136,2.0,2.0,2.0,0.0,0.0,4804340.0,598488975.0,598489018.0,598489013.0,598489018.0,598489019.0,598489019.0,598489019.0,598489022.0,598489017.0,598489063.0,44.0,39.0,42.0,88.0,5.0,0.0,83.0,0.0,1,0,recorded,29
1643802016,2.0,2.0,2.0,0.0,0.0,4804340.0,598489007.0,598489119.0,598489119.0,598489120.0,598489120.0,598489121.0,598489122.0,598489128.0,598489049.0,598489095.0,115.0,113.0,42.0,88.0,1.0,1.0,86.0,0.0,1,0,recorded,30
1643804896,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,31
1643809216,2.0,2.0,2.0,0.0,0.0,4804340.0,598489088.0,598489130.0,598489123.0,598489130.0,598489130.0,598489131.0,598489131.0,598489133.0,598489129.0,598489175.0,43.0,35.0,41.0,87.0,7.0,1.0,79.0,0.0,1,0,recorded,32
1643812096,2.0,2.0,2.0,0.0,0.0,4804340.0,598489126.0,598489319.0,598489318.0,598489319.0,598489319.0,598489320.0,598489320.0,598489327.0,598489161.0,598489207.0,194.0,192.0,35.0,81.0,1.0,1.0,79.0,0.0,1,0,recorded,33
1643815066,2.0,2.0,2.0,0.0,0.0,4804340.0,598489153.0,598489330.0,598489329.0,598489330.0,598489331.0,598489331.0,598489331.0,598489334.0,598489194.0,598489240.0,178.0,177.0,41.0,87.0,1.0,0.0,86.0,0.0,1,0,recorded,34
1643817856,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,35
1643820736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,36
1643823616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,37
1643826496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,38
1643829376,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489311.0,598489337.0,598489335.0,598489338.0,598489338.0,598489338.0,598489338.0,598489340.0,598489353.0,598489399.0,27.0,24.0,42.0,88.0,3.0,0.0,85.0,0.0,1,0,recorded,39
1643832436,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489344.0,598489523.0,598489522.0,598489523.0,598489524.0,598489524.0,598489526.0,598489531.0,598489387.0,598489433.0,182.0,181.0,43.0,89.0,1.0,0.0,88.0,0.0,1,0,recorded,40
1643835226,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,41
1643838106,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,42
1643842336,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,43
1643845216,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,44
1643848096,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489519.0,598489535.0,598489527.0,598489534.0,598489534.0,598489534.0,598489535.0,598489537.0,598489561.0,598489607.0,16.0,9.0,42.0,88.0,7.0,0.0,81.0,0.0,1,0,recorded,45
1643851066,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489552.0,598489739.0,598489738.0,598489739.0,598489740.0,598489740.0,598489743.0,598489749.0,598489594.0,598489640.0,191.0,190.0,42.0,88.0,1.0,0.0,87.0,0.0,1,0,recorded,46
1643853856,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,47
1643856736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,48
1643859616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,49
1643862496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,50
1643865376,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489713.0,598489751.0,598489744.0,598489751.0,598489751.0,598489752.0,598489752.0,598489754.0,598489753.0,598489799.0,39.0,31.0,40.0,86.0,7.0,1.0,78.0,0.0,1,0,recorded,51
1643868256,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489745.0,598489868.0,598489868.0,598489868.0,598489868.0,598489869.0,598489870.0,598489877.0,598489785.0,598489831.0,125.0,124.0,40.0,86.0,0.0,1.0,85.0,0.0,1,0,recorded,52
1643871136,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,53
1643874016,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,54
1643878336,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489855.0,598489879.0,598489870.0,598489880.0,598489880.0,598489880.0,598489881.0,598489882.0,598489897.0,598489943.0,26.0,16.0,42.0,88.0,10.0,0.0,78.0,0.0,1,0,recorded,55
1643881216,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489888.0,598490008.0,598490008.0,598490009.0,598490009.0,598490010.0,598490012.0,598490017.0,598489929.0,598489975.0,124.0,122.0,41.0,87.0,1.0,1.0,85.0,0.0,1,0,recorded,56
1643884096,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,57
1643886976,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,58
1643889856,2.0,2.0,2.0,2.62451,0.0,4804340.0,598489988.0,598490020.0,598490013.0,598490020.0,598490021.0,598490021.0,598490022.0,598490024.0,598490025.0,598490071.0,34.0,27.0,37.0,83.0,7.0,0.0,76.0,0.0,1,0,recorded,59
1643892736,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490017.0,598490126.0,598490126.0,598490127.0,598490127.0,598490128.0,598490129.0,598490135.0,598490057.0,598490103.0,112.0,110.0,40.0,86.0,1.0,1.0,84.0,0.0,1,0,recorded,60
1643895616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,61
1643898496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,62
1643901376,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490113.0,598490137.0,598490129.0,598490138.0,598490138.0,598490138.0,598490139.0,598490141.0,598490153.0,598490199.0,26.0,17.0,40.0,86.0,9.0,0.0,77.0,0.0,1,0,recorded,63
1643904256,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490146.0,598490242.0,598490241.0,598490242.0,598490242.0,598490243.0,598490245.0,598490250.0,598490185.0,598490231.0,99.0,97.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,64
1643907136,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,65
1643910016,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490213.0,598490252.0,598490244.0,598490252.0,598490252.0,598490253.0,598490253.0,598490256.0,598490249.0,598490295.0,40.0,31.0,36.0,82.0,8.0,1.0,73.0,0.0,1,0,recorded,66
1643912896,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490245.0,598490367.0,598490366.0,598490367.0,598490367.0,598490367.0,598490368.0,598490373.0,598490281.0,598490327.0,123.0,122.0,36.0,82.0,1.0,0.0,81.0,0.0,1,0,recorded,67
1643917216,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,68
1643920096,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,69
1643922976,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490359.0,598490375.0,598490371.0,598490375.0,598490375.0,598490376.0,598490376.0,598490378.0,598490393.0,598490439.0,17.0,12.0,34.0,80.0,4.0,1.0,75.0,0.0,1,0,recorded,70
1643925856,2.0,2.0,2.0,2.62451,0.0,4804340.0,598490384.0,598490485.0,598490485.0,598490485.0,598490486.0,598490486.0,598490487.0,598490494.0,598490425.0,598490471.0,103.0,103.0,41.0,87.0,0.0,0.0,87.0,0.0,1,0,recorded,71
1643928736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,72
1643931616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,73
1643934496,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490482.0,598490498.0,598490488.0,598490495.0,598490495.0,598490496.0,598490496.0,598490498.0,598490521.0,598490567.0,14.0,6.0,39.0,85.0,7.0,1.0,77.0,0.0,1,0,recorded,74
1643937376,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490512.0,598490623.0,598490622.0,598490623.0,598490624.0,598490624.0,598490626.0,598490632.0,598490553.0,598490599.0,114.0,113.0,41.0,87.0,1.0,0.0,86.0,0.0,1,0,recorded,75
1643940256,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,76
1643943136,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490578.0,598490634.0,598490626.0,598490635.0,598490635.0,598490635.0,598490636.0,598490638.0,598490617.0,598490663.0,58.0,49.0,39.0,85.0,9.0,0.0,76.0,0.0,1,0,recorded,77
1643946016,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490614.0,598490736.0,598490736.0,598490736.0,598490737.0,598490737.0,598490738.0,598490744.0,598490649.0,598490695.0,124.0,124.0,35.0,81.0,0.0,0.0,81.0,0.0,1,0,recorded,78
1643948896,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,79
1643953216,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,80
1643956096,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490722.0,598490745.0,598490739.0,598490746.0,598490746.0,598490746.0,598490747.0,598490749.0,598490761.0,598490807.0,25.0,18.0,39.0,85.0,7.0,0.0,78.0,0.0,1,0,recorded,81
1643958976,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490754.0,598490860.0,598490859.0,598490860.0,598490860.0,598490861.0,598490862.0,598490866.0,598490793.0,598490839.0,108.0,106.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,82
1643961856,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,83
1643964736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,84
1643967616,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490853.0,598490867.0,598490864.0,598490868.0,598490868.0,598490868.0,598490869.0,598490871.0,598490889.0,598490935.0,16.0,12.0,36.0,82.0,4.0,0.0,78.0,0.0,1,0,recorded,85
1643970496,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490880.0,598490977.0,598490976.0,598490977.0,598490977.0,598490977.0,598490978.0,598490984.0,598490921.0,598490967.0,98.0,97.0,41.0,87.0,1.0,0.0,86.0,0.0,1,0,recorded,86
1643973376,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,87
1643976256,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490945.0,598490986.0,598490979.0,598490986.0,598490986.0,598490986.0,598490987.0,598490989.0,598490985.0,598491031.0,42.0,35.0,40.0,86.0,7.0,0.0,79.0,0.0,1,0,recorded,88
1643979136,2.0,2.0,2.0,2.10571,0.0,4804340.0,598490978.0,598491096.0,598491095.0,598491096.0,598491096.0,598491097.0,598491097.0,598491102.0,598491017.0,598491063.0,119.0,117.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,89
1643982016,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,90
1643984896,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,91
1643989216,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491090.0,598491107.0,598491101.0,598491104.0,598491105.0,598491105.0,598491106.0,598491108.0,598491129.0,598491175.0,16.0,13.0,39.0,85.0,3.0,0.0,82.0,0.0,1,0,recorded,92
1643992096,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491120.0,598491218.0,598491217.0,598491218.0,598491219.0,598491219.0,598491220.0,598491227.0,598491161.0,598491207.0,100.0,99.0,41.0,87.0,1.0,0.0,86.0,0.0,1,0,recorded,93
1643994976,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,94
1643997856,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491190.0,598491228.0,598491222.0,598491228.0,598491229.0,598491229.0,598491230.0,598491237.0,598491225.0,598491271.0,40.0,34.0,35.0,81.0,6.0,0.0,75.0,0.0,1,0,recorded,95
1644000736,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491223.0,598491332.0,598491332.0,598491332.0,598491332.0,598491333.0,598491333.0,598491338.0,598491257.0,598491303.0,110.0,109.0,34.0,80.0,0.0,1.0,79.0,0.0,1,0,recorded,96
1644003616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,97
1644006496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,98
1644009376,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491314.0,598491339.0,598491335.0,598491339.0,598491339.0,598491340.0,598491340.0,598491342.0,598491353.0,598491399.0,26.0,21.0,39.0,85.0,4.0,1.0,80.0,0.0,1,0,recorded,99
1644012256,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491345.0,598491448.0,598491448.0,598491449.0,598491449.0,598491449.0,598491450.0,598491456.0,598491385.0,598491431.0,105.0,104.0,40.0,86.0,1.0,0.0,85.0,0.0,1,0,recorded,100
1644015136,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,101
1644018016,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,102
1644020896,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491443.0,598491460.0,598491452.0,598491458.0,598491458.0,598491458.0,598491458.0,598491460.0,598491481.0,598491527.0,15.0,9.0,38.0,84.0,6.0,0.0,78.0,0.0,1,0,recorded,103
1644025216,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491489.0,598491572.0,598491571.0,598491572.0,598491572.0,598491573.0,598491574.0,598491581.0,598491529.0,598491575.0,85.0,83.0,40.0,86.0,1.0,1.0,84.0,0.0,1,0,recorded,104
1644028096,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,105
1644030976,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491558.0,598491583.0,598491574.0,598491583.0,598491583.0,598491584.0,598491584.0,598491586.0,598491593.0,598491639.0,26.0,16.0,35.0,81.0,9.0,1.0,71.0,0.0,1,0,recorded,106
1644033856,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491585.0,598491692.0,598491692.0,598491692.0,598491692.0,598491693.0,598491693.0,598491701.0,598491625.0,598491671.0,108.0,107.0,40.0,86.0,0.0,1.0,85.0,0.0,1,0,recorded,107
1644036736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,108
1644039616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,109
1644042496,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491683.0,598491702.0,598491697.0,598491702.0,598491703.0,598491703.0,598491703.0,598491706.0,598491721.0,598491767.0,20.0,15.0,38.0,84.0,5.0,0.0,79.0,0.0,1,0,recorded,110
1644045376,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491712.0,598491816.0,598491815.0,598491816.0,598491816.0,598491817.0,598491818.0,598491825.0,598491753.0,598491799.0,106.0,104.0,41.0,87.0,1.0,1.0,85.0,0.0,1,0,recorded,111
1644048256,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,112
1644051136,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,113
1644054016,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491810.0,598491828.0,598491819.0,598491827.0,598491828.0,598491828.0,598491828.0,598491832.0,598491849.0,598491895.0,18.0,10.0,39.0,85.0,8.0,0.0,77.0,0.0,1,0,recorded,114
1644056896,2.0,2.0,2.0,2.10571,0.0,4804340.0,598491844.0,598491941.0,598491941.0,598491941.0,598491942.0,598491942.0,598491943.0,598491951.0,598491881.0,598491927.0,99.0,99.0,37.0,83.0,0.0,0.0,83.0,0.0,1,0,recorded,115
1644061216,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,116
1644064096,2.0,2.0,2.0,3.00598,0.0,4804340.0,598491921.0,598491952.0,598491944.0,598491953.0,598491953.0,598491953.0,598491953.0,598491956.0,598491961.0,598492007.0,32.0,23.0,40.0,86.0,9.0,0.0,77.0,0.0,1,0,recorded,117
1644066976,2.0,2.0,2.0,3.00598,0.0,4804340.0,598491958.0,598492062.0,598492062.0,598492062.0,598492063.0,598492063.0,598492064.0,598492073.0,598491993.0,598492039.0,106.0,106.0,35.0,81.0,0.0,0.0,81.0,0.0,1,0,recorded,118
1644069856,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,119
1644072736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,120
1644075616,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492050.0,598492075.0,598492063.0,598492075.0,598492075.0,598492075.0,598492076.0,598492078.0,598492089.0,598492135.0,26.0,14.0,39.0,85.0,12.0,0.0,73.0,0.0,1,0,recorded,121
1644078496,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492090.0,598492180.0,598492179.0,598492180.0,598492180.0,598492181.0,598492181.0,598492189.0,598492121.0,598492167.0,91.0,89.0,31.0,77.0,1.0,1.0,75.0,0.0,1,0,recorded,122
1644081376,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,123
1644084256,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492153.0,598492190.0,598492181.0,598492191.0,598492191.0,598492191.0,598492191.0,598492193.0,598492185.0,598492231.0,38.0,28.0,32.0,78.0,10.0,0.0,68.0,0.0,1,0,recorded,124
1644087136,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492178.0,598492294.0,598492294.0,598492295.0,598492295.0,598492296.0,598492296.0,598492304.0,598492217.0,598492263.0,118.0,116.0,39.0,85.0,1.0,1.0,83.0,0.0,1,0,recorded,125
1644090016,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,126
1644092896,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492242.0,598492306.0,598492298.0,598492306.0,598492306.0,598492306.0,598492307.0,598492309.0,598492281.0,598492327.0,65.0,57.0,39.0,85.0,8.0,0.0,77.0,0.0,1,0,recorded,127
1644097216,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492291.0,598492409.0,598492409.0,598492410.0,598492410.0,598492411.0,598492411.0,598492419.0,598492329.0,598492375.0,120.0,118.0,38.0,84.0,1.0,1.0,82.0,0.0,1,0,recorded,128
1644100096,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,129
1644102976,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,130
1644105856,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492387.0,598492421.0,598492414.0,598492421.0,598492421.0,598492421.0,598492421.0,598492423.0,598492425.0,598492471.0,34.0,27.0,38.0,84.0,7.0,0.0,77.0,0.0,1,0,recorded,131
1644108736,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492424.0,598492525.0,598492524.0,598492525.0,598492525.0,598492525.0,598492526.0,598492534.0,598492457.0,598492503.0,102.0,101.0,33.0,79.0,1.0,0.0,78.0,0.0,1,0,recorded,132
1644111616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,133
1644114496,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,134
1644117376,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492517.0,598492536.0,598492528.0,598492536.0,598492536.0,598492536.0,598492536.0,598492539.0,598492553.0,598492599.0,19.0,11.0,36.0,82.0,8.0,0.0,74.0,0.0,1,0,recorded,135
1644120256,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492555.0,598492649.0,598492649.0,598492650.0,598492650.0,598492650.0,598492651.0,598492660.0,598492585.0,598492631.0,96.0,95.0,30.0,76.0,1.0,0.0,75.0,0.0,1,0,recorded,136
1644123136,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,137
1644126016,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,138
1644128896,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492644.0,598492662.0,598492654.0,598492661.0,598492662.0,598492662.0,598492662.0,598492664.0,598492681.0,598492727.0,18.0,11.0,37.0,83.0,7.0,0.0,76.0,0.0,1,0,recorded,139
1644133216,2.0,2.0,2.0,3.00598,0.0,4804340.0,598492690.0,598492773.0,598492772.0,598492773.0,598492774.0,598492774.0,598492775.0,598492783.0,598492729.0,598492775.0,85.0,84.0,39.0,85.0,1.0,0.0,84.0,0.0,1,0,recorded,140
1644136096,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,141
1644138976,2.0,2.0,2.0,3.84521,0.0,4804340.0,598492754.0,598492784.0,598492776.0,598492784.0,598492785.0,598492785.0,598492785.0,598492788.0,598492793.0,598492839.0,31.0,23.0,39.0,85.0,8.0,0.0,77.0,0.0,1,0,recorded,142
1644141856,2.0,2.0,2.0,3.84521,0.0,4804340.0,598492793.0,598492889.0,598492888.0,598492889.0,598492889.0,598492890.0,598492890.0,598492898.0,598492825.0,598492871.0,97.0,95.0,32.0,78.0,1.0,1.0,76.0,0.0,1,0,recorded,143
1644144736,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,144
1644147616,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,145
1644150496,2.0,2.0,2.0,3.84521,0.0,4804340.0,598492882.0,598492902.0,598492892.0,598492899.0,598492899.0,598492900.0,598492900.0,598492902.0,598492921.0,598492967.0,18.0,10.0,39.0,85.0,7.0,1.0,77.0,0.0,1,0,recorded,146
1644153376,2.0,2.0,2.0,3.84521,0.0,4804340.0,598492913.0,598493004.0,598493004.0,598493005.0,598493005.0,598493006.0,598493006.0,598493013.0,598492953.0,598492999.0,93.0,91.0,40.0,86.0,1.0,1.0,84.0,0.0,1,0,recorded,147
1644156256,,,,,,,,,,,,,,,,,,,,,,,,,0,1,dropped_only,148
1644159136,2.0,2.0,2.0,3.84521,0.0,4804340.0,598492978.0,598493015.0,598493008.0,598493015.0,598493015.0,598493016.0,598493016.0,598493019.0,598493017.0,598493063.0,38.0,30.0,39.0,85.0,7.0,1.0,77.0,0.0,1,0,recorded,149
1644162106,2.0,2.0,2.0,3.84521,0.0,4804340.0,598493011.0,598493130.0,598493130.0,598493131.0,598493131.0,598493131.0,598493132.0,598493138.0,598493050.0,598493096.0,121.0,120.0,39.0,85.0,1.0,0.0,84.0,0.0,1,0,recorded,150
