actualSlackMs, receiveSlackMs, decodeSlackMs, receiveTimeMs, decodeStartMs, decodeFinishMs, desiredReceiveTimeMs, desiredDecodeStartMs
40.0, 119.0, 142.0, 270031077.0, 270031117.0, 270031124.0, 270031196.0, 270031219.0
160.0, 117.0, 140.0, 270031111.0, 270031271.0, 270031284.0, 270031228.0, 270031251.0
50.0, 120.0, 143.0, 270031236.0, 270031286.0, 270031292.0, 270031356.0, 270031379.0
155.0, 105.0, 128.0, 270031283.0, 270031438.0, 270031450.0, 270031388.0, 270031411.0
59.0, 140.0, 163.0, 270031392.0, 270031451.0, 270031455.0, 270031532.0, 270031555.0
148.0, 107.0, 130.0, 270031457.0, 270031605.0, 270031619.0, 270031564.0, 270031587.0
35.0, 138.0, 161.0, 270031586.0, 270031621.0, 270031625.0, 270031724.0, 270031747.0
164.0, 148.0, 171.0, 270031608.0, 270031772.0, 270031781.0, 270031756.0, 270031779.0
181.0, 147.0, 170.0, 270031755.0, 270031936.0, 270031945.0, 270031902.0, 270031925.0
18.0, 132.0, 155.0, 270031928.0, 270031946.0, 270031952.0, 270032060.0, 270032083.0
159.0, 145.0, 168.0, 270031947.0, 270032106.0, 270032114.0, 270032092.0, 270032115.0
38.0, 142.0, 165.0, 270032078.0, 270032116.0, 270032120.0, 270032220.0, 270032243.0
163.0, 147.0, 170.0, 270032105.0, 270032268.0, 270032274.0, 270032252.0, 270032275.0
58.0, 146.0, 169.0, 270032218.0, 270032276.0, 270032281.0, 270032364.0, 270032387.0
172.0, 136.0, 159.0, 270032261.0, 270032433.0, 270032446.0, 270032397.0, 270032420.0
181.0, 138.0, 161.0, 270032418.0, 270032599.0, 270032613.0, 270032556.0, 270032579.0
55.0, 141.0, 164.0, 270032560.0, 270032615.0, 270032620.0, 270032701.0, 270032724.0
169.0, 138.0, 161.0, 270032594.0, 270032763.0, 270032776.0, 270032732.0, 270032755.0
57.0, 139.0, 162.0, 270032721.0, 270032778.0, 270032783.0, 270032860.0, 270032883.0
176.0, 141.0, 164.0, 270032751.0, 270032927.0, 270032934.0, 270032892.0, 270032915.0
57.0, 141.0, 164.0, 270032879.0, 270032936.0, 270032940.0, 270033020.0, 270033043.0
181.0, 139.0, 162.0, 270032913.0, 270033094.0, 270033106.0, 270033052.0, 270033075.0
50.0, 139.0, 162.0, 270033057.0, 270033107.0, 270033112.0, 270033196.0, 270033219.0
167.0, 137.0, 160.0, 270033091.0, 270033258.0, 270033267.0, 270033228.0, 270033251.0
53.0, 140.0, 163.0, 270033216.0, 270033269.0, 270033274.0, 270033356.0, 270033379.0
173.0, 142.0, 165.0, 270033247.0, 270033420.0, 270033428.0, 270033389.0, 270033412.0
70.0, 141.0, 164.0, 270033359.0, 270033429.0, 270033434.0, 270033500.0, 270033523.0
186.0, 137.0, 160.0, 270033395.0, 270033581.0, 270033593.0, 270033532.0, 270033555.0
190.0, 140.0, 163.0, 270033553.0, 270033743.0, 270033755.0, 270033693.0, 270033716.0
194.0, 142.0, 165.0, 270033710.0, 270033904.0, 270033916.0, 270033852.0, 270033875.0
63.0, 141.0, 164.0, 270033855.0, 270033918.0, 270033923.0, 270033996.0, 270034019.0
172.0, 135.0, 158.0, 270033893.0, 270034065.0, 270034077.0, 270034028.0, 270034051.0
59.0, 138.0, 161.0, 270034019.0, 270034078.0, 270034083.0, 270034157.0, 270034180.0
180.0, 141.0, 164.0, 270034047.0, 270034227.0, 270034238.0, 270034188.0, 270034211.0
187.0, 133.0, 156.0, 270034201.0, 270034388.0, 270034400.0, 270034334.0, 270034357.0
52.0, 142.0, 165.0, 270034350.0, 270034402.0, 270034406.0, 270034492.0, 270034515.0
169.0, 141.0, 164.0, 270034383.0, 270034552.0, 270034562.0, 270034524.0, 270034547.0
53.0, 142.0, 165.0, 270034511.0, 270034564.0, 270034568.0, 270034653.0, 270034676.0
158.0, 143.0, 166.0, 270034558.0, 270034716.0, 270034726.0, 270034701.0, 270034724.0
187.0, 141.0, 164.0, 270034688.0, 270034875.0, 270034886.0, 270034829.0, 270034852.0
191.0, 143.0, 166.0, 270034846.0, 270035037.0, 270035049.0, 270034989.0, 270035012.0
59.0, 140.0, 163.0, 270034992.0, 270035051.0, 270035056.0, 270035132.0, 270035155.0
177.0, 144.0, 167.0, 270035021.0, 270035198.0, 270035207.0, 270035165.0, 270035188.0
59.0, 142.0, 165.0, 270035150.0, 270035209.0, 270035214.0, 270035292.0, 270035315.0
178.0, 142.0, 165.0, 270035182.0, 270035360.0, 270035371.0, 270035324.0, 270035347.0
64.0, 144.0, 167.0, 270035309.0, 270035373.0, 270035378.0, 270035453.0, 270035476.0
163.0, 142.0, 165.0, 270035358.0, 270035521.0, 270035534.0, 270035500.0, 270035523.0
195.0, 141.0, 164.0, 270035487.0, 270035682.0, 270035694.0, 270035628.0, 270035651.0
193.0, 138.0, 161.0, 270035650.0, 270035843.0, 270035857.0, 270035788.0, 270035811.0
66.0, 140.0, 163.0, 270035793.0, 270035859.0, 270035864.0, 270035933.0, 270035956.0
185.0, 143.0, 166.0, 270035821.0, 270036006.0, 270036019.0, 270035964.0, 270035987.0
185.0, 142.0, 165.0, 270035982.0, 270036167.0, 270036181.0, 270036124.0, 270036147.0
179.0, 136.0, 159.0, 270036149.0, 270036328.0, 270036342.0, 270036285.0, 270036308.0
51.0, 136.0, 159.0, 270036292.0, 270036343.0, 270036348.0, 270036428.0, 270036451.0
167.0, 139.0, 162.0, 270036322.0, 270036489.0, 270036502.0, 270036461.0, 270036484.0
46.0, 133.0, 156.0, 270036457.0, 270036503.0, 270036508.0, 270036590.0, 270036613.0
161.0, 134.0, 157.0, 270036488.0, 270036649.0, 270036663.0, 270036622.0, 270036645.0
182.0, 137.0, 160.0, 270036628.0, 270036810.0, 270036824.0, 270036765.0, 270036788.0
190.0, 140.0, 163.0, 270036784.0, 270036974.0, 270036984.0, 270036924.0, 270036947.0
40.0, 138.0, 161.0, 270036946.0, 270036986.0, 270036991.0, 270037084.0, 270037107.0
145.0, 136.0, 159.0, 270036996.0, 270037141.0, 270037150.0, 270037132.0, 270037155.0
171.0, 128.0, 151.0, 270037132.0, 270037303.0, 270037316.0, 270037260.0, 270037283.0
183.0, 138.0, 161.0, 270037282.0, 270037465.0, 270037476.0, 270037420.0, 270037443.0
30.0, 116.0, 139.0, 270037448.0, 270037478.0, 270037485.0, 270037564.0, 270037587.0
158.0, 125.0, 148.0, 270037471.0, 270037629.0, 270037640.0, 270037596.0, 270037619.0
42.0, 126.0, 149.0, 270037599.0, 270037641.0, 270037648.0, 270037725.0, 270037748.0
168.0, 137.0, 160.0, 270037619.0, 270037787.0, 270037795.0, 270037756.0, 270037779.0
37.0, 124.0, 147.0, 270037760.0, 270037797.0, 270037803.0, 270037884.0, 270037907.0
161.0, 143.0, 166.0, 270037789.0, 270037950.0, 270037960.0, 270037932.0, 270037955.0
37.0, 135.0, 158.0, 270037925.0, 270037962.0, 270037968.0, 270038060.0, 270038083.0
158.0, 138.0, 161.0, 270037954.0, 270038112.0, 270038118.0, 270038092.0, 270038115.0
175.0, 124.0, 147.0, 270038097.0, 270038272.0, 270038281.0, 270038221.0, 270038244.0
43.0, 125.0, 148.0, 270038239.0, 270038282.0, 270038289.0, 270038364.0, 270038387.0
166.0, 129.0, 152.0, 270038267.0, 270038433.0, 270038447.0, 270038396.0, 270038419.0
67.0, 144.0, 167.0, 270038381.0, 270038448.0, 270038454.0, 270038525.0, 270038548.0
152.0, 113.0, 136.0, 270038444.0, 270038596.0, 270038603.0, 270038557.0, 270038580.0
55.0, 134.0, 157.0, 270038550.0, 270038605.0, 270038610.0, 270038684.0, 270038707.0
155.0, 116.0, 139.0, 270038602.0, 270038757.0, 270038770.0, 270038718.0, 270038741.0
45.0, 134.0, 157.0, 270038726.0, 270038771.0, 270038777.0, 270038860.0, 270038883.0
162.0, 134.0, 157.0, 270038758.0, 270038920.0, 270038928.0, 270038892.0, 270038915.0
43.0, 135.0, 158.0, 270038886.0, 270038929.0, 270038936.0, 270039021.0, 270039044.0
165.0, 134.0, 157.0, 270038919.0, 270039084.0, 270039093.0, 270039053.0, 270039076.0
181.0, 135.0, 158.0, 270039061.0, 270039242.0, 270039254.0, 270039196.0, 270039219.0
61.0, 130.0, 153.0, 270039195.0, 270039256.0, 270039262.0, 270039325.0, 270039348.0
193.0, 145.0, 168.0, 270039211.0, 270039404.0, 270039409.0, 270039356.0, 270039379.0
58.0, 131.0, 154.0, 270039353.0, 270039411.0, 270039416.0, 270039484.0, 270039507.0
169.0, 136.0, 159.0, 270039396.0, 270039565.0, 270039576.0, 270039532.0, 270039555.0
62.0, 145.0, 168.0, 270039515.0, 270039577.0, 270039582.0, 270039660.0, 270039683.0
170.0, 135.0, 158.0, 270039557.0, 270039727.0, 270039734.0, 270039692.0, 270039715.0
49.0, 134.0, 157.0, 270039687.0, 270039736.0, 270039743.0, 270039821.0, 270039844.0
179.0, 143.0, 166.0, 270039710.0, 270039889.0, 270039898.0, 270039853.0, 270039876.0
188.0, 135.0, 158.0, 270039861.0, 270040049.0, 270040061.0, 270039996.0, 270040019.0
196.0, 141.0, 164.0, 270040015.0, 270040211.0, 270040216.0, 270040156.0, 270040179.0
184.0, 129.0, 152.0, 270040188.0, 270040372.0, 270040379.0, 270040317.0, 270040340.0
65.0, 144.0, 167.0, 270040316.0, 270040381.0, 270040386.0, 270040460.0, 270040483.0
172.0, 131.0, 154.0, 270040361.0, 270040533.0, 270040542.0, 270040492.0, 270040515.0
63.0, 140.0, 163.0, 270040480.0, 270040543.0, 270040549.0, 270040620.0, 270040643.0
181.0, 138.0, 161.0, 270040514.0, 270040695.0, 270040707.0, 270040652.0, 270040675.0
202.0, 141.0, 164.0, 270040655.0, 270040857.0, 270040869.0, 270040796.0, 270040819.0
47.0, 134.0, 157.0, 270040823.0, 270040870.0, 270040877.0, 270040957.0, 270040980.0
166.0, 124.0, 147.0, 270040865.0, 270041031.0, 270041040.0, 270040989.0, 270041012.0
51.0, 127.0, 150.0, 270040990.0, 270041041.0, 270041047.0, 270041117.0, 270041140.0
172.0, 145.0, 168.0, 270041019.0, 270041191.0, 270041202.0, 270041164.0, 270041187.0
201.0, 140.0, 163.0, 270041152.0, 270041353.0, 270041358.0, 270041292.0, 270041315.0
111.0, 139.0, 162.0, 270041249.0, 270041360.0, 270041365.0, 270041388.0, 270041411.0
197.0, 134.0, 157.0, 270041318.0, 270041515.0, 270041525.0, 270041452.0, 270041475.0
64.0, 134.0, 157.0, 270041463.0, 270041527.0, 270041532.0, 270041597.0, 270041620.0
186.0, 138.0, 161.0, 270041490.0, 270041676.0, 270041683.0, 270041628.0, 270041651.0
66.0, 137.0, 160.0, 270041619.0, 270041685.0, 270041691.0, 270041756.0, 270041779.0
187.0, 135.0, 158.0, 270041654.0, 270041841.0, 270041851.0, 270041789.0, 270041812.0
188.0, 146.0, 169.0, 270041818.0, 270042006.0, 270042018.0, 270041964.0, 270041987.0
64.0, 138.0, 161.0, 270041955.0, 270042019.0, 270042026.0, 270042093.0, 270042116.0
192.0, 148.0, 171.0, 270041976.0, 270042168.0, 270042173.0, 270042124.0, 270042147.0
56.0, 134.0, 157.0, 270042118.0, 270042174.0, 270042180.0, 270042252.0, 270042275.0
188.0, 141.0, 164.0, 270042143.0, 270042331.0, 270042342.0, 270042284.0, 270042307.0
64.0, 148.0, 171.0, 270042280.0, 270042344.0, 270042348.0, 270042428.0, 270042451.0
172.0, 137.0, 160.0, 270042323.0, 270042495.0, 270042501.0, 270042460.0, 270042483.0
51.0, 138.0, 161.0, 270042451.0, 270042502.0, 270042507.0, 270042589.0, 270042612.0
174.0, 136.0, 159.0, 270042485.0, 270042659.0, 270042670.0, 270042621.0, 270042644.0
196.0, 139.0, 162.0, 270042625.0, 270042821.0, 270042828.0, 270042764.0, 270042787.0
47.0, 142.0, 165.0, 270042782.0, 270042829.0, 270042836.0, 270042924.0, 270042947.0
171.0, 141.0, 164.0, 270042815.0, 270042986.0, 270042996.0, 270042956.0, 270042979.0
201.0, 137.0, 160.0, 270042949.0, 270043150.0, 270043161.0, 270043086.0, 270043109.0
67.0, 133.0, 156.0, 270043095.0, 270043162.0, 270043168.0, 270043228.0, 270043251.0
189.0, 136.0, 159.0, 270043124.0, 270043313.0, 270043320.0, 270043260.0, 270043283.0
65.0, 132.0, 155.0, 270043257.0, 270043322.0, 270043327.0, 270043389.0, 270043412.0
190.0, 136.0, 159.0, 270043285.0, 270043475.0, 270043485.0, 270043421.0, 270043444.0
182.0, 142.0, 165.0, 270043454.0, 270043636.0, 270043643.0, 270043596.0, 270043619.0
52.0, 132.0, 155.0, 270043592.0, 270043644.0, 270043650.0, 270043724.0, 270043747.0
175.0, 133.0, 156.0, 270043624.0, 270043799.0, 270043807.0, 270043757.0, 270043780.0
55.0, 130.0, 153.0, 270043754.0, 270043809.0, 270043815.0, 270043884.0, 270043907.0
194.0, 147.0, 170.0, 270043769.0, 270043963.0, 270043971.0, 270043916.0, 270043939.0
48.0, 136.0, 159.0, 270043924.0, 270043972.0, 270043977.0, 270044060.0, 270044083.0
179.0, 146.0, 169.0, 270043946.0, 270044125.0, 270044135.0, 270044092.0, 270044115.0
58.0, 142.0, 165.0, 270044079.0, 270044137.0, 270044142.0, 270044221.0, 270044244.0
164.0, 130.0, 153.0, 270044122.0, 270044286.0, 270044294.0, 270044252.0, 270044275.0
179.0, 127.0, 150.0, 270044269.0, 270044448.0, 270044457.0, 270044396.0, 270044419.0
67.0, 133.0, 156.0, 270044392.0, 270044459.0, 270044465.0, 270044525.0, 270044548.0
188.0, 135.0, 158.0, 270044422.0, 270044610.0, 270044621.0, 270044557.0, 270044580.0
195.0, 140.0, 163.0, 270044577.0, 270044772.0, 270044777.0, 270044717.0, 270044740.0
56.0, 138.0, 161.0, 270044722.0, 270044778.0, 270044784.0, 270044860.0, 270044883.0
179.0, 139.0, 162.0, 270044754.0, 270044933.0, 270044943.0, 270044893.0, 270044916.0
65.0, 141.0, 164.0, 270044879.0, 270044944.0, 270044949.0, 270045020.0, 270045043.0
182.0, 140.0, 163.0, 270044913.0, 270045095.0, 270045103.0, 270045053.0, 270045076.0
205.0, 145.0, 168.0, 270045052.0, 270045257.0, 270045268.0, 270045197.0, 270045220.0
195.0, 135.0, 158.0, 270045223.0, 270045418.0, 270045425.0, 270045358.0, 270045381.0
37.0, 127.0, 150.0, 270045390.0, 270045427.0, 270045435.0, 270045517.0, 270045540.0
159.0, 141.0, 164.0, 270045423.0, 270045582.0, 270045589.0, 270045564.0, 270045587.0
56.0, 126.0, 149.0, 270045534.0, 270045590.0, 270045596.0, 270045660.0, 270045683.0
183.0, 134.0, 157.0, 270045559.0, 270045742.0, 270045754.0, 270045693.0, 270045716.0
179.0, 128.0, 151.0, 270045725.0, 270045904.0, 270045910.0, 270045853.0, 270045876.0
55.0, 140.0, 163.0, 270045856.0, 270045911.0, 270045916.0, 270045996.0, 270046019.0
154.0, 114.0, 137.0, 270045914.0, 270046068.0, 270046080.0, 270046028.0, 270046051.0
69.0, 144.0, 167.0, 270046013.0, 270046082.0, 270046087.0, 270046157.0, 270046180.0
178.0, 139.0, 162.0, 270046049.0, 270046227.0, 270046234.0, 270046188.0, 270046211.0
49.0, 129.0, 152.0, 270046187.0, 270046236.0, 270046243.0, 270046316.0, 270046339.0
178.0, 138.0, 161.0, 270046211.0, 270046389.0, 270046401.0, 270046349.0, 270046372.0
196.0, 140.0, 163.0, 270046353.0, 270046549.0, 270046557.0, 270046493.0, 270046516.0
203.0, 143.0, 166.0, 270046509.0, 270046712.0, 270046720.0, 270046652.0, 270046675.0
45.0, 120.0, 143.0, 270046676.0, 270046721.0, 270046726.0, 270046796.0, 270046819.0
187.0, 142.0, 165.0, 270046686.0, 270046873.0, 270046884.0, 270046828.0, 270046851.0
72.0, 142.0, 165.0, 270046814.0, 270046886.0, 270046892.0, 270046956.0, 270046979.0
165.0, 120.0, 143.0, 270046869.0, 270047034.0, 270047043.0, 270046989.0, 270047012.0
48.0, 120.0, 143.0, 270046996.0, 270047044.0, 270047051.0, 270047116.0, 270047139.0
186.0, 137.0, 160.0, 270047011.0, 270047197.0, 270047208.0, 270047148.0, 270047171.0
51.0, 135.0, 158.0, 270047158.0, 270047209.0, 270047215.0, 270047293.0, 270047316.0
170.0, 136.0, 159.0, 270047189.0, 270047359.0, 270047366.0, 270047325.0, 270047348.0
54.0, 140.0, 163.0, 270047313.0, 270047367.0, 270047373.0, 270047453.0, 270047476.0
177.0, 142.0, 165.0, 270047343.0, 270047520.0, 270047531.0, 270047485.0, 270047508.0
185.0, 129.0, 152.0, 270047499.0, 270047684.0, 270047692.0, 270047628.0, 270047651.0
202.0, 142.0, 165.0, 270047646.0, 270047848.0, 270047859.0, 270047788.0, 270047811.0
206.0, 145.0, 168.0, 270047804.0, 270048010.0, 270048019.0, 270047949.0, 270047972.0
73.0, 145.0, 168.0, 270047948.0, 270048021.0, 270048026.0, 270048093.0, 270048116.0
168.0, 122.0, 145.0, 270048003.0, 270048171.0, 270048176.0, 270048125.0, 270048148.0
55.0, 130.0, 153.0, 270048123.0, 270048178.0, 270048183.0, 270048253.0, 270048276.0
168.0, 122.0, 145.0, 270048164.0, 270048332.0, 270048345.0, 270048286.0, 270048309.0
61.0, 143.0, 166.0, 270048286.0, 270048347.0, 270048352.0, 270048429.0, 270048452.0
176.0, 144.0, 167.0, 270048317.0, 270048493.0, 270048500.0, 270048461.0, 270048484.0
31.0, 117.0, 140.0, 270048471.0, 270048502.0, 270048508.0, 270048588.0, 270048611.0
173.0, 138.0, 161.0, 270048482.0, 270048655.0, 270048665.0, 270048620.0, 270048643.0
65.0, 147.0, 170.0, 270048602.0, 270048667.0, 270048671.0, 270048749.0, 270048772.0
152.0, 130.0, 153.0, 270048667.0, 270048819.0, 270048827.0, 270048797.0, 270048820.0
197.0, 144.0, 167.0, 270048781.0, 270048978.0, 270048985.0, 270048925.0, 270048948.0
63.0, 130.0, 153.0, 270048923.0, 270048986.0, 270048992.0, 270049053.0, 270049076.0
198.0, 143.0, 166.0, 270048941.0, 270049139.0, 270049150.0, 270049084.0, 270049107.0
60.0, 137.0, 160.0, 270049091.0, 270049151.0, 270049157.0, 270049228.0, 270049251.0
178.0, 138.0, 161.0, 270049123.0, 270049301.0, 270049307.0, 270049261.0, 270049284.0
52.0, 132.0, 155.0, 270049256.0, 270049308.0, 270049313.0, 270049388.0, 270049411.0
177.0, 134.0, 157.0, 270049286.0, 270049463.0, 270049473.0, 270049420.0, 270049443.0
63.0, 137.0, 160.0, 270049412.0, 270049475.0, 270049480.0, 270049549.0, 270049572.0
182.0, 135.0, 158.0, 270049445.0, 270049627.0, 270049634.0, 270049580.0, 270049603.0
203.0, 137.0, 160.0, 270049588.0, 270049791.0, 270049801.0, 270049725.0, 270049748.0
205.0, 136.0, 159.0, 270049750.0, 270049955.0, 270049965.0, 270049886.0, 270049909.0
196.0, 137.0, 160.0, 270049924.0, 270050120.0, 270050126.0, 270050061.0, 270050084.0
192.0, 127.0, 150.0, 270050093.0, 270050285.0, 270050296.0, 270050220.0, 270050243.0
199.0, 146.0, 169.0, 270050250.0, 270050449.0, 270050455.0, 270050396.0, 270050419.0
195.0, 137.0, 160.0, 270050419.0, 270050614.0, 270050625.0, 270050556.0, 270050579.0
50.0, 139.0, 162.0, 270050577.0, 270050627.0, 270050632.0, 270050716.0, 270050739.0
167.0, 137.0, 160.0, 270050612.0, 270050779.0, 270050786.0, 270050749.0, 270050772.0
187.0, 135.0, 158.0, 270050757.0, 270050944.0, 270050953.0, 270050892.0, 270050915.0
40.0, 138.0, 161.0, 270050915.0, 270050955.0, 270050960.0, 270051053.0, 270051076.0
164.0, 139.0, 162.0, 270050946.0, 270051110.0, 270051121.0, 270051085.0, 270051108.0
190.0, 143.0, 166.0, 270051085.0, 270051275.0, 270051280.0, 270051228.0, 270051251.0
62.0, 138.0, 161.0, 270051219.0, 270051281.0, 270051286.0, 270051357.0, 270051380.0
190.0, 137.0, 160.0, 270051252.0, 270051442.0, 270051453.0, 270051389.0, 270051412.0
196.0, 138.0, 161.0, 270051411.0, 270051607.0, 270051614.0, 270051549.0, 270051572.0
185.0, 138.0, 161.0, 270051587.0, 270051772.0, 270051783.0, 270051725.0, 270051748.0
38.0, 138.0, 161.0, 270051746.0, 270051784.0, 270051789.0, 270051884.0, 270051907.0
164.0, 140.0, 163.0, 270051776.0, 270051940.0, 270051947.0, 270051916.0, 270051939.0
58.0, 139.0, 162.0, 270051890.0, 270051948.0, 270051954.0, 270052029.0, 270052052.0
184.0, 140.0, 163.0, 270051920.0, 270052104.0, 270052113.0, 270052060.0, 270052083.0
178.0, 128.0, 151.0, 270052093.0, 270052271.0, 270052281.0, 270052221.0, 270052244.0
38.0, 136.0, 159.0, 270052245.0, 270052283.0, 270052288.0, 270052381.0, 270052404.0
148.0, 137.0, 160.0, 270052292.0, 270052440.0, 270052446.0, 270052429.0, 270052452.0
181.0, 134.0, 157.0, 270052422.0, 270052603.0, 270052613.0, 270052556.0, 270052579.0
37.0, 138.0, 161.0, 270052578.0, 270052615.0, 270052620.0, 270052716.0, 270052739.0
165.0, 142.0, 165.0, 270052607.0, 270052772.0, 270052778.0, 270052749.0, 270052772.0
60.0, 141.0, 164.0, 270052720.0, 270052780.0, 270052787.0, 270052861.0, 270052884.0
179.0, 136.0, 159.0, 270052757.0, 270052936.0, 270052948.0, 270052893.0, 270052916.0
189.0, 138.0, 161.0, 270052914.0, 270053103.0, 270053117.0, 270053052.0, 270053075.0
173.0, 136.0, 159.0, 270053095.0, 270053268.0, 270053275.0, 270053231.0, 270053254.0
184.0, 139.0, 162.0, 270053250.0, 270053434.0, 270053445.0, 270053389.0, 270053412.0
37.0, 139.0, 162.0, 270053409.0, 270053446.0, 270053452.0, 270053548.0, 270053571.0
159.0, 142.0, 165.0, 270053439.0, 270053598.0, 270053603.0, 270053581.0, 270053604.0
48.0, 136.0, 159.0, 270053556.0, 270053604.0, 270053609.0, 270053692.0, 270053715.0
170.0, 134.0, 157.0, 270053590.0, 270053760.0, 270053771.0, 270053724.0, 270053747.0
61.0, 141.0, 164.0, 270053712.0, 270053773.0, 270053778.0, 270053853.0, 270053876.0
179.0, 140.0, 163.0, 270053745.0, 270053924.0, 270053931.0, 270053885.0, 270053908.0
58.0, 139.0, 162.0, 270053874.0, 270053932.0, 270053939.0, 270054013.0, 270054036.0
171.0, 140.0, 163.0, 270053921.0, 270054092.0, 270054100.0, 270054061.0, 270054084.0
53.0, 140.0, 163.0, 270054048.0, 270054101.0, 270054106.0, 270054188.0, 270054211.0
173.0, 135.0, 158.0, 270054085.0, 270054258.0, 270054269.0, 270054220.0, 270054243.0
61.0, 139.0, 162.0, 270054209.0, 270054270.0, 270054276.0, 270054348.0, 270054371.0
182.0, 139.0, 162.0, 270054242.0, 270054424.0, 270054430.0, 270054381.0, 270054404.0
40.0, 131.0, 154.0, 270054393.0, 270054433.0, 270054438.0, 270054524.0, 270054547.0
166.0, 133.0, 156.0, 270054423.0, 270054589.0, 270054602.0, 270054556.0, 270054579.0
205.0, 136.0, 159.0, 270054549.0, 270054754.0, 270054767.0, 270054685.0, 270054708.0
197.0, 138.0, 161.0, 270054723.0, 270054920.0, 270054933.0, 270054861.0, 270054884.0
198.0, 135.0, 158.0, 270054886.0, 270055084.0, 270055096.0, 270055021.0, 270055044.0
59.0, 142.0, 165.0, 270055039.0, 270055098.0, 270055103.0, 270055181.0, 270055204.0
174.0, 138.0, 161.0, 270055075.0, 270055249.0, 270055261.0, 270055213.0, 270055236.0
194.0, 140.0, 163.0, 270055217.0, 270055411.0, 270055421.0, 270055357.0, 270055380.0
201.0, 140.0, 163.0, 270055376.0, 270055577.0, 270055584.0, 270055516.0, 270055539.0
64.0, 140.0, 163.0, 270055521.0, 270055585.0, 270055590.0, 270055661.0, 270055684.0
194.0, 138.0, 161.0, 270055554.0, 270055748.0, 270055758.0, 270055692.0, 270055715.0
194.0, 138.0, 161.0, 270055715.0, 270055909.0, 270055920.0, 270055853.0, 270055876.0
46.0, 138.0, 161.0, 270055875.0, 270055921.0, 270055927.0, 270056013.0, 270056036.0
152.0, 139.0, 162.0, 270055922.0, 270056074.0, 270056086.0, 270056061.0, 270056084.0
36.0, 105.0, 128.0, 270056051.0, 270056087.0, 270056094.0, 270056156.0, 270056179.0
152.0, 104.0, 127.0, 270056085.0, 270056237.0, 270056252.0, 270056189.0, 270056212.0
180.0, 129.0, 152.0, 270056219.0, 270056399.0, 270056412.0, 270056348.0, 270056371.0
52.0, 131.0, 154.0, 270056361.0, 270056413.0, 270056419.0, 270056492.0, 270056515.0
165.0, 126.0, 149.0, 270056398.0, 270056563.0, 270056575.0, 270056524.0, 270056547.0
62.0, 138.0, 161.0, 270056514.0, 270056576.0, 270056581.0, 270056652.0, 270056675.0
177.0, 135.0, 158.0, 270056550.0, 270056727.0, 270056740.0, 270056685.0, 270056708.0
64.0, 135.0, 158.0, 270056678.0, 270056742.0, 270056747.0, 270056813.0, 270056836.0
164.0, 133.0, 156.0, 270056729.0, 270056893.0, 270056906.0, 270056862.0, 270056885.0
43.0, 124.0, 147.0, 270056865.0, 270056908.0, 270056914.0, 270056989.0, 270057012.0
174.0, 138.0, 161.0, 270056882.0, 270057056.0, 270057068.0, 270057020.0, 270057043.0
58.0, 137.0, 160.0, 270057011.0, 270057069.0, 270057075.0, 270057148.0, 270057171.0
175.0, 136.0, 159.0, 270057045.0, 270057220.0, 270057232.0, 270057181.0, 270057204.0
193.0, 132.0, 155.0, 270057192.0, 270057385.0, 270057398.0, 270057324.0, 270057347.0
51.0, 135.0, 158.0, 270057349.0, 270057400.0, 270057405.0, 270057484.0, 270057507.0
170.0, 137.0, 160.0, 270057379.0, 270057549.0, 270057561.0, 270057516.0, 270057539.0
192.0, 139.0, 162.0, 270057522.0, 270057714.0, 270057725.0, 270057661.0, 270057684.0
35.0, 128.0, 151.0, 270057692.0, 270057727.0, 270057732.0, 270057820.0, 270057843.0
169.0, 143.0, 166.0, 270057709.0, 270057878.0, 270057890.0, 270057852.0, 270057875.0
190.0, 130.0, 153.0, 270057852.0, 270058042.0, 270058054.0, 270057982.0, 270058005.0
58.0, 126.0, 149.0, 270057998.0, 270058056.0, 270058062.0, 270058124.0, 270058147.0
179.0, 129.0, 152.0, 270058027.0, 270058206.0, 270058220.0, 270058156.0, 270058179.0
199.0, 145.0, 168.0, 270058172.0, 270058371.0, 270058384.0, 270058317.0, 270058340.0
174.0, 132.0, 155.0, 270058361.0, 270058535.0, 270058547.0, 270058493.0, 270058516.0
73.0, 144.0, 167.0, 270058476.0, 270058549.0, 270058554.0, 270058620.0, 270058643.0
181.0, 134.0, 157.0, 270058518.0, 270058699.0, 270058712.0, 270058652.0, 270058675.0
68.0, 135.0, 158.0, 270058646.0, 270058714.0, 270058719.0, 270058781.0, 270058804.0
181.0, 134.0, 157.0, 270058679.0, 270058860.0, 270058873.0, 270058813.0, 270058836.0
204.0, 138.0, 161.0, 270058818.0, 270059022.0, 270059033.0, 270058956.0, 270058979.0
55.0, 137.0, 160.0, 270058980.0, 270059035.0, 270059040.0, 270059117.0, 270059140.0
176.0, 138.0, 161.0, 270059010.0, 270059186.0, 270059196.0, 270059148.0, 270059171.0
195.0, 136.0, 159.0, 270059156.0, 270059351.0, 270059362.0, 270059292.0, 270059315.0
201.0, 137.0, 160.0, 270059315.0, 270059516.0, 270059527.0, 270059452.0, 270059475.0
52.0, 136.0, 159.0, 270059476.0, 270059528.0, 270059533.0, 270059612.0, 270059635.0
168.0, 135.0, 158.0, 270059510.0, 270059678.0, 270059691.0, 270059645.0, 270059668.0
190.0, 138.0, 161.0, 270059651.0, 270059841.0, 270059853.0, 270059789.0, 270059812.0
