actualSlackMs, receiveSlackMs, decodeSlackMs, receiveTimeMs, decodeStartMs, decodeFinishMs, desiredReceiveTimeMs, desiredDecodeStartMs
39.0, 143.0, 166.0, 270002093.0, 270002132.0, 270002137.0, 270002236.0, 270002259.0
158.0, 143.0, 166.0, 270002125.0, 270002283.0, 270002293.0, 270002268.0, 270002291.0
40.0, 143.0, 166.0, 270002254.0, 270002294.0, 270002299.0, 270002397.0, 270002420.0
157.0, 143.0, 166.0, 270002286.0, 270002443.0, 270002455.0, 270002429.0, 270002452.0
170.0, 141.0, 164.0, 270002432.0, 270002602.0, 270002614.0, 270002573.0, 270002596.0
172.0, 142.0, 165.0, 270002591.0, 270002763.0, 270002775.0, 270002733.0, 270002756.0
42.0, 142.0, 165.0, 270002734.0, 270002776.0, 270002781.0, 270002876.0, 270002899.0
162.0, 144.0, 167.0, 270002764.0, 270002926.0, 270002937.0, 270002908.0, 270002931.0
43.0, 140.0, 163.0, 270002896.0, 270002939.0, 270002943.0, 270003036.0, 270003059.0
163.0, 143.0, 166.0, 270002925.0, 270003088.0, 270003100.0, 270003068.0, 270003091.0
49.0, 146.0, 169.0, 270003052.0, 270003101.0, 270003105.0, 270003198.0, 270003221.0
166.0, 145.0, 168.0, 270003085.0, 270003251.0, 270003262.0, 270003230.0, 270003253.0
38.0, 147.0, 170.0, 270003225.0, 270003263.0, 270003268.0, 270003372.0, 270003395.0
155.0, 146.0, 169.0, 270003259.0, 270003414.0, 270003426.0, 270003405.0, 270003428.0
189.0, 146.0, 169.0, 270003387.0, 270003576.0, 270003587.0, 270003533.0, 270003556.0
173.0, 144.0, 167.0, 270003564.0, 270003737.0, 270003747.0, 270003708.0, 270003731.0
52.0, 139.0, 162.0, 270003697.0, 270003749.0, 270003754.0, 270003836.0, 270003859.0
174.0, 144.0, 167.0, 270003724.0, 270003898.0, 270003909.0, 270003868.0, 270003891.0
58.0, 145.0, 168.0, 270003852.0, 270003910.0, 270003915.0, 270003997.0, 270004020.0
179.0, 146.0, 169.0, 270003882.0, 270004061.0, 270004073.0, 270004028.0, 270004051.0
47.0, 146.0, 169.0, 270004027.0, 270004074.0, 270004079.0, 270004173.0, 270004196.0
164.0, 144.0, 167.0, 270004061.0, 270004225.0, 270004235.0, 270004205.0, 270004228.0
48.0, 144.0, 167.0, 270004188.0, 270004236.0, 270004241.0, 270004332.0, 270004355.0
162.0, 142.0, 165.0, 270004222.0, 270004384.0, 270004396.0, 270004364.0, 270004387.0
180.0, 143.0, 166.0, 270004365.0, 270004545.0, 270004556.0, 270004508.0, 270004531.0
181.0, 143.0, 166.0, 270004525.0, 270004706.0, 270004717.0, 270004668.0, 270004691.0
182.0, 143.0, 166.0, 270004685.0, 270004867.0, 270004879.0, 270004828.0, 270004851.0
51.0, 144.0, 167.0, 270004829.0, 270004880.0, 270004885.0, 270004973.0, 270004996.0
163.0, 137.0, 160.0, 270004867.0, 270005030.0, 270005041.0, 270005004.0, 270005027.0
54.0, 143.0, 166.0, 270004989.0, 270005043.0, 270005047.0, 270005132.0, 270005155.0
171.0, 146.0, 169.0, 270005019.0, 270005190.0, 270005202.0, 270005165.0, 270005188.0
38.0, 142.0, 165.0, 270005166.0, 270005204.0, 270005209.0, 270005308.0, 270005331.0
158.0, 145.0, 168.0, 270005195.0, 270005353.0, 270005365.0, 270005340.0, 270005363.0
42.0, 145.0, 168.0, 270005324.0, 270005366.0, 270005371.0, 270005469.0, 270005492.0
157.0, 142.0, 165.0, 270005358.0, 270005515.0, 270005525.0, 270005500.0, 270005523.0
43.0, 144.0, 167.0, 270005484.0, 270005527.0, 270005532.0, 270005628.0, 270005651.0
158.0, 144.0, 167.0, 270005516.0, 270005674.0, 270005687.0, 270005660.0, 270005683.0
59.0, 143.0, 166.0, 270005630.0, 270005689.0, 270005694.0, 270005773.0, 270005796.0
170.0, 140.0, 163.0, 270005664.0, 270005834.0, 270005844.0, 270005804.0, 270005827.0
57.0, 144.0, 167.0, 270005788.0, 270005845.0, 270005850.0, 270005932.0, 270005955.0
175.0, 144.0, 167.0, 270005820.0, 270005995.0, 270006007.0, 270005964.0, 270005987.0
44.0, 144.0, 167.0, 270005964.0, 270006008.0, 270006013.0, 270006108.0, 270006131.0
161.0, 143.0, 166.0, 270005997.0, 270006158.0, 270006170.0, 270006140.0, 270006163.0
47.0, 143.0, 166.0, 270006125.0, 270006172.0, 270006177.0, 270006268.0, 270006291.0
161.0, 142.0, 165.0, 270006158.0, 270006319.0, 270006330.0, 270006300.0, 270006323.0
46.0, 143.0, 166.0, 270006285.0, 270006331.0, 270006337.0, 270006428.0, 270006451.0
161.0, 144.0, 167.0, 270006316.0, 270006477.0, 270006489.0, 270006460.0, 270006483.0
175.0, 141.0, 164.0, 270006463.0, 270006638.0, 270006650.0, 270006604.0, 270006627.0
179.0, 146.0, 169.0, 270006619.0, 270006798.0, 270006809.0, 270006765.0, 270006788.0
43.0, 142.0, 165.0, 270006767.0, 270006810.0, 270006815.0, 270006909.0, 270006932.0
163.0, 143.0, 166.0, 270006798.0, 270006961.0, 270006971.0, 270006941.0, 270006964.0
44.0, 139.0, 162.0, 270006929.0, 270006973.0, 270006977.0, 270007068.0, 270007091.0
162.0, 143.0, 166.0, 270006957.0, 270007119.0, 270007129.0, 270007100.0, 270007123.0
44.0, 141.0, 164.0, 270007087.0, 270007131.0, 270007135.0, 270007228.0, 270007251.0
162.0, 142.0, 165.0, 270007119.0, 270007281.0, 270007294.0, 270007261.0, 270007284.0
176.0, 139.0, 162.0, 270007265.0, 270007441.0, 270007451.0, 270007404.0, 270007427.0
187.0, 146.0, 169.0, 270007418.0, 270007605.0, 270007615.0, 270007564.0, 270007587.0
53.0, 144.0, 167.0, 270007564.0, 270007617.0, 270007621.0, 270007708.0, 270007731.0
168.0, 143.0, 166.0, 270007598.0, 270007766.0, 270007777.0, 270007741.0, 270007764.0
57.0, 146.0, 169.0, 270007722.0, 270007779.0, 270007783.0, 270007868.0, 270007891.0
172.0, 144.0, 167.0, 270007756.0, 270007928.0, 270007940.0, 270007900.0, 270007923.0
58.0, 144.0, 167.0, 270007884.0, 270007942.0, 270007946.0, 270008028.0, 270008051.0
171.0, 143.0, 166.0, 270007918.0, 270008089.0, 270008100.0, 270008061.0, 270008084.0
39.0, 142.0, 165.0, 270008062.0, 270008101.0, 270008106.0, 270008204.0, 270008227.0
160.0, 140.0, 163.0, 270008096.0, 270008256.0, 270008268.0, 270008236.0, 270008259.0
48.0, 143.0, 166.0, 270008221.0, 270008269.0, 270008274.0, 270008364.0, 270008387.0
165.0, 143.0, 166.0, 270008254.0, 270008419.0, 270008430.0, 270008397.0, 270008420.0
184.0, 143.0, 166.0, 270008397.0, 270008581.0, 270008592.0, 270008540.0, 270008563.0
189.0, 143.0, 166.0, 270008557.0, 270008746.0, 270008756.0, 270008700.0, 270008723.0
44.0, 146.0, 169.0, 270008714.0, 270008758.0, 270008762.0, 270008860.0, 270008883.0
164.0, 148.0, 171.0, 270008745.0, 270008909.0, 270008919.0, 270008893.0, 270008916.0
179.0, 141.0, 164.0, 270008895.0, 270009074.0, 270009085.0, 270009036.0, 270009059.0
180.0, 142.0, 165.0, 270009054.0, 270009234.0, 270009246.0, 270009196.0, 270009219.0
47.0, 140.0, 163.0, 270009200.0, 270009247.0, 270009252.0, 270009340.0, 270009363.0
162.0, 140.0, 163.0, 270009233.0, 270009395.0, 270009405.0, 270009373.0, 270009396.0
49.0, 143.0, 166.0, 270009357.0, 270009406.0, 270009411.0, 270009500.0, 270009523.0
166.0, 142.0, 165.0, 270009390.0, 270009556.0, 270009568.0, 270009532.0, 270009555.0
48.0, 138.0, 161.0, 270009522.0, 270009570.0, 270009575.0, 270009660.0, 270009683.0
167.0, 139.0, 162.0, 270009553.0, 270009720.0, 270009731.0, 270009692.0, 270009715.0
185.0, 138.0, 161.0, 270009698.0, 270009883.0, 270009894.0, 270009836.0, 270009859.0
43.0, 144.0, 167.0, 270009852.0, 270009895.0, 270009900.0, 270009996.0, 270010019.0
166.0, 144.0, 167.0, 270009884.0, 270010050.0, 270010061.0, 270010028.0, 270010051.0
185.0, 145.0, 168.0, 270010027.0, 270010212.0, 270010222.0, 270010172.0, 270010195.0
188.0, 146.0, 169.0, 270010188.0, 270010376.0, 270010387.0, 270010334.0, 270010357.0
39.0, 145.0, 168.0, 270010349.0, 270010388.0, 270010393.0, 270010494.0, 270010517.0
144.0, 141.0, 164.0, 270010399.0, 270010543.0, 270010553.0, 270010540.0, 270010563.0
176.0, 142.0, 165.0, 270010526.0, 270010702.0, 270010712.0, 270010668.0, 270010691.0
181.0, 143.0, 166.0, 270010685.0, 270010866.0, 270010878.0, 270010828.0, 270010851.0
52.0, 144.0, 167.0, 270010828.0, 270010880.0, 270010885.0, 270010972.0, 270010995.0
170.0, 144.0, 167.0, 270010860.0, 270011030.0, 270011042.0, 270011004.0, 270011027.0
175.0, 144.0, 167.0, 270011020.0, 270011195.0, 270011205.0, 270011164.0, 270011187.0
57.0, 143.0, 166.0, 270011150.0, 270011207.0, 270011212.0, 270011293.0, 270011316.0
158.0, 139.0, 162.0, 270011201.0, 270011359.0, 270011368.0, 270011340.0, 270011363.0
43.0, 141.0, 164.0, 270011327.0, 270011370.0, 270011374.0, 270011468.0, 270011491.0
160.0, 142.0, 165.0, 270011358.0, 270011518.0, 270011530.0, 270011500.0, 270011523.0
46.0, 143.0, 166.0, 270011485.0, 270011531.0, 270011536.0, 270011628.0, 270011651.0
162.0, 146.0, 169.0, 270011515.0, 270011677.0, 270011688.0, 270011661.0, 270011684.0
170.0, 136.0, 159.0, 270011668.0, 270011838.0, 270011850.0, 270011804.0, 270011827.0
184.0, 146.0, 169.0, 270011818.0, 270012002.0, 270012011.0, 270011964.0, 270011987.0
161.0, 138.0, 161.0, 270012002.0, 270012163.0, 270012172.0, 270012140.0, 270012163.0
165.0, 143.0, 166.0, 270012158.0, 270012323.0, 270012334.0, 270012301.0, 270012324.0
169.0, 144.0, 167.0, 270012316.0, 270012485.0, 270012495.0, 270012460.0, 270012483.0
36.0, 143.0, 166.0, 270012461.0, 270012497.0, 270012501.0, 270012604.0, 270012627.0
155.0, 142.0, 165.0, 270012494.0, 270012649.0, 270012661.0, 270012636.0, 270012659.0
41.0, 143.0, 166.0, 270012621.0, 270012662.0, 270012667.0, 270012764.0, 270012787.0
160.0, 145.0, 168.0, 270012651.0, 270012811.0, 270012821.0, 270012796.0, 270012819.0
41.0, 144.0, 167.0, 270012781.0, 270012822.0, 270012827.0, 270012925.0, 270012948.0
143.0, 141.0, 164.0, 270012831.0, 270012974.0, 270012984.0, 270012972.0, 270012995.0
34.0, 148.0, 171.0, 270012952.0, 270012986.0, 270012990.0, 270013100.0, 270013123.0
150.0, 145.0, 168.0, 270012988.0, 270013138.0, 270013149.0, 270013133.0, 270013156.0
35.0, 144.0, 167.0, 270013116.0, 270013151.0, 270013155.0, 270013260.0, 270013283.0
154.0, 144.0, 167.0, 270013148.0, 270013302.0, 270013312.0, 270013292.0, 270013315.0
169.0, 142.0, 165.0, 270013295.0, 270013464.0, 270013474.0, 270013437.0, 270013460.0
178.0, 145.0, 168.0, 270013451.0, 270013629.0, 270013639.0, 270013596.0, 270013619.0
56.0, 140.0, 163.0, 270013585.0, 270013641.0, 270013646.0, 270013725.0, 270013748.0
163.0, 142.0, 165.0, 270013631.0, 270013794.0, 270013804.0, 270013773.0, 270013796.0
50.0, 145.0, 168.0, 270013755.0, 270013805.0, 270013810.0, 270013900.0, 270013923.0
169.0, 145.0, 168.0, 270013788.0, 270013957.0, 270013969.0, 270013933.0, 270013956.0
53.0, 143.0, 166.0, 270013917.0, 270013970.0, 270013975.0, 270014060.0, 270014083.0
170.0, 140.0, 163.0, 270013952.0, 270014122.0, 270014133.0, 270014092.0, 270014115.0
38.0, 140.0, 163.0, 270014096.0, 270014134.0, 270014139.0, 270014236.0, 270014259.0
163.0, 142.0, 165.0, 270014126.0, 270014289.0, 270014300.0, 270014268.0, 270014291.0
48.0, 143.0, 166.0, 270014253.0, 270014301.0, 270014305.0, 270014396.0, 270014419.0
169.0, 146.0, 169.0, 270014282.0, 270014451.0, 270014463.0, 270014428.0, 270014451.0
186.0, 142.0, 165.0, 270014430.0, 270014616.0, 270014627.0, 270014572.0, 270014595.0
41.0, 144.0, 167.0, 270014588.0, 270014629.0, 270014633.0, 270014732.0, 270014755.0
163.0, 144.0, 167.0, 270014620.0, 270014783.0, 270014795.0, 270014764.0, 270014787.0
45.0, 141.0, 164.0, 270014751.0, 270014796.0, 270014801.0, 270014892.0, 270014915.0
162.0, 143.0, 166.0, 270014781.0, 270014943.0, 270014953.0, 270014924.0, 270014947.0
178.0, 143.0, 166.0, 270014925.0, 270015103.0, 270015115.0, 270015068.0, 270015091.0
182.0, 145.0, 168.0, 270015084.0, 270015266.0, 270015278.0, 270015229.0, 270015252.0
51.0, 144.0, 167.0, 270015228.0, 270015279.0, 270015284.0, 270015372.0, 270015395.0
171.0, 145.0, 168.0, 270015259.0, 270015430.0, 270015440.0, 270015404.0, 270015427.0
55.0, 145.0, 168.0, 270015387.0, 270015442.0, 270015447.0, 270015532.0, 270015555.0
174.0, 143.0, 166.0, 270015421.0, 270015595.0, 270015605.0, 270015564.0, 270015587.0
57.0, 144.0, 167.0, 270015549.0, 270015606.0, 270015611.0, 270015693.0, 270015716.0
177.0, 141.0, 164.0, 270015583.0, 270015760.0, 270015770.0, 270015724.0, 270015747.0
46.0, 142.0, 165.0, 270015726.0, 270015772.0, 270015777.0, 270015868.0, 270015891.0
166.0, 142.0, 165.0, 270015758.0, 270015924.0, 270015936.0, 270015900.0, 270015923.0
56.0, 147.0, 170.0, 270015882.0, 270015938.0, 270015942.0, 270016029.0, 270016052.0
173.0, 144.0, 167.0, 270015916.0, 270016089.0, 270016099.0, 270016060.0, 270016083.0
192.0, 143.0, 166.0, 270016061.0, 270016253.0, 270016264.0, 270016204.0, 270016227.0
46.0, 144.0, 167.0, 270016220.0, 270016266.0, 270016271.0, 270016364.0, 270016387.0
165.0, 145.0, 168.0, 270016252.0, 270016417.0, 270016426.0, 270016397.0, 270016420.0
41.0, 138.0, 161.0, 270016387.0, 270016428.0, 270016433.0, 270016525.0, 270016548.0
148.0, 135.0, 158.0, 270016437.0, 270016585.0, 270016595.0, 270016572.0, 270016595.0
186.0, 139.0, 162.0, 270016561.0, 270016747.0, 270016757.0, 270016700.0, 270016723.0
189.0, 139.0, 162.0, 270016723.0, 270016912.0, 270016923.0, 270016862.0, 270016885.0
183.0, 142.0, 165.0, 270016894.0, 270017077.0, 270017089.0, 270017036.0, 270017059.0
38.0, 144.0, 167.0, 270017052.0, 270017090.0, 270017095.0, 270017196.0, 270017219.0
158.0, 142.0, 165.0, 270017086.0, 270017244.0, 270017255.0, 270017228.0, 270017251.0
39.0, 138.0, 161.0, 270017218.0, 270017257.0, 270017261.0, 270017356.0, 270017379.0
149.0, 145.0, 168.0, 270017259.0, 270017408.0, 270017419.0, 270017404.0, 270017427.0
184.0, 144.0, 167.0, 270017388.0, 270017572.0, 270017580.0, 270017532.0, 270017555.0
185.0, 141.0, 164.0, 270017552.0, 270017737.0, 270017748.0, 270017693.0, 270017716.0
56.0, 143.0, 166.0, 270017693.0, 270017749.0, 270017754.0, 270017836.0, 270017859.0
177.0, 144.0, 167.0, 270017725.0, 270017902.0, 270017914.0, 270017869.0, 270017892.0
182.0, 143.0, 166.0, 270017885.0, 270018067.0, 270018078.0, 270018028.0, 270018051.0
171.0, 143.0, 166.0, 270018061.0, 270018232.0, 270018243.0, 270018204.0, 270018227.0
181.0, 148.0, 171.0, 270018216.0, 270018397.0, 270018406.0, 270018364.0, 270018387.0
180.0, 142.0, 165.0, 270018382.0, 270018562.0, 270018573.0, 270018524.0, 270018547.0
51.0, 145.0, 168.0, 270018523.0, 270018574.0, 270018579.0, 270018668.0, 270018691.0
170.0, 143.0, 166.0, 270018557.0, 270018727.0, 270018738.0, 270018700.0, 270018723.0
170.0, 138.0, 161.0, 270018722.0, 270018892.0, 270018903.0, 270018860.0, 270018883.0
47.0, 146.0, 169.0, 270018858.0, 270018905.0, 270018909.0, 270019004.0, 270019027.0
166.0, 143.0, 166.0, 270018893.0, 270019059.0, 270019070.0, 270019036.0, 270019059.0
171.0, 145.0, 168.0, 270019051.0, 270019222.0, 270019233.0, 270019196.0, 270019219.0
175.0, 144.0, 167.0, 270019212.0, 270019387.0, 270019399.0, 270019356.0, 270019379.0
46.0, 145.0, 168.0, 270019355.0, 270019401.0, 270019405.0, 270019500.0, 270019523.0
164.0, 142.0, 165.0, 270019390.0, 270019554.0, 270019559.0, 270019532.0, 270019555.0
166.0, 140.0, 163.0, 270019552.0, 270019718.0, 270019729.0, 270019692.0, 270019715.0
39.0, 144.0, 167.0, 270019692.0, 270019731.0, 270019736.0, 270019836.0, 270019859.0
160.0, 145.0, 168.0, 270019724.0, 270019884.0, 270019895.0, 270019869.0, 270019892.0
39.0, 141.0, 164.0, 270019857.0, 270019896.0, 270019901.0, 270019998.0, 270020021.0
164.0, 144.0, 167.0, 270019885.0, 270020049.0, 270020059.0, 270020029.0, 270020052.0
41.0, 137.0, 160.0, 270020019.0, 270020060.0, 270020065.0, 270020156.0, 270020179.0
144.0, 135.0, 158.0, 270020069.0, 270020213.0, 270020226.0, 270020204.0, 270020227.0
39.0, 111.0, 134.0, 270020189.0, 270020228.0, 270020236.0, 270020300.0, 270020323.0
163.0, 116.0, 139.0, 270020216.0, 270020379.0, 270020391.0, 270020332.0, 270020355.0
40.0, 139.0, 162.0, 270020353.0, 270020393.0, 270020398.0, 270020492.0, 270020515.0
149.0, 129.0, 152.0, 270020395.0, 270020544.0, 270020557.0, 270020524.0, 270020547.0
179.0, 138.0, 161.0, 270020530.0, 270020709.0, 270020719.0, 270020668.0, 270020691.0
29.0, 104.0, 127.0, 270020692.0, 270020721.0, 270020728.0, 270020796.0, 270020819.0
160.0, 113.0, 136.0, 270020716.0, 270020876.0, 270020887.0, 270020829.0, 270020852.0
22.0, 122.0, 145.0, 270020867.0, 270020889.0, 270020895.0, 270020989.0, 270021012.0
124.0, 121.0, 144.0, 270020916.0, 270021040.0, 270021054.0, 270021037.0, 270021060.0
172.0, 134.0, 157.0, 270021031.0, 270021203.0, 270021215.0, 270021165.0, 270021188.0
40.0, 115.0, 138.0, 270021177.0, 270021217.0, 270021223.0, 270021292.0, 270021315.0
164.0, 118.0, 141.0, 270021206.0, 270021370.0, 270021381.0, 270021324.0, 270021347.0
35.0, 120.0, 143.0, 270021348.0, 270021383.0, 270021390.0, 270021468.0, 270021491.0
165.0, 132.0, 155.0, 270021368.0, 270021533.0, 270021541.0, 270021500.0, 270021523.0
42.0, 127.0, 150.0, 270021501.0, 270021543.0, 270021548.0, 270021628.0, 270021651.0
175.0, 142.0, 165.0, 270021519.0, 270021694.0, 270021706.0, 270021661.0, 270021684.0
57.0, 137.0, 160.0, 270021651.0, 270021708.0, 270021713.0, 270021788.0, 270021811.0
164.0, 140.0, 163.0, 270021696.0, 270021860.0, 270021871.0, 270021836.0, 270021859.0
48.0, 140.0, 163.0, 270021825.0, 270021873.0, 270021878.0, 270021965.0, 270021988.0
163.0, 140.0, 163.0, 270021857.0, 270022020.0, 270022028.0, 270021997.0, 270022020.0
45.0, 141.0, 164.0, 270021984.0, 270022029.0, 270022035.0, 270022125.0, 270022148.0
166.0, 136.0, 159.0, 270022021.0, 270022187.0, 270022193.0, 270022157.0, 270022180.0
35.0, 109.0, 132.0, 270022159.0, 270022194.0, 270022201.0, 270022268.0, 270022291.0
160.0, 111.0, 134.0, 270022189.0, 270022349.0, 270022356.0, 270022300.0, 270022323.0
189.0, 138.0, 161.0, 270022324.0, 270022513.0, 270022523.0, 270022462.0, 270022485.0
187.0, 149.0, 172.0, 270022487.0, 270022674.0, 270022684.0, 270022636.0, 270022659.0
58.0, 137.0, 160.0, 270022628.0, 270022686.0, 270022692.0, 270022765.0, 270022788.0
175.0, 133.0, 156.0, 270022663.0, 270022838.0, 270022849.0, 270022796.0, 270022819.0
185.0, 135.0, 158.0, 270022821.0, 270023006.0, 270023016.0, 270022956.0, 270022979.0
53.0, 136.0, 159.0, 270022964.0, 270023017.0, 270023023.0, 270023100.0, 270023123.0
178.0, 140.0, 163.0, 270022993.0, 270023171.0, 270023181.0, 270023133.0, 270023156.0
58.0, 137.0, 160.0, 270023124.0, 270023182.0, 270023187.0, 270023261.0, 270023284.0
171.0, 129.0, 152.0, 270023165.0, 270023336.0, 270023348.0, 270023294.0, 270023317.0
52.0, 138.0, 161.0, 270023298.0, 270023350.0, 270023355.0, 270023436.0, 270023459.0
173.0, 140.0, 163.0, 270023328.0, 270023501.0, 270023513.0, 270023468.0, 270023491.0
52.0, 134.0, 157.0, 270023463.0, 270023515.0, 270023520.0, 270023597.0, 270023620.0
170.0, 132.0, 155.0, 270023496.0, 270023666.0, 270023679.0, 270023628.0, 270023651.0
64.0, 140.0, 163.0, 270023616.0, 270023680.0, 270023686.0, 270023756.0, 270023779.0
183.0, 140.0, 163.0, 270023648.0, 270023831.0, 270023844.0, 270023788.0, 270023811.0
50.0, 137.0, 160.0, 270023795.0, 270023845.0, 270023850.0, 270023932.0, 270023955.0
172.0, 140.0, 163.0, 270023824.0, 270023996.0, 270024003.0, 270023964.0, 270023987.0
49.0, 137.0, 160.0, 270023955.0, 270024004.0, 270024009.0, 270024092.0, 270024115.0
176.0, 139.0, 162.0, 270023985.0, 270024161.0, 270024168.0, 270024124.0, 270024147.0
40.0, 139.0, 162.0, 270024129.0, 270024169.0, 270024174.0, 270024268.0, 270024291.0
166.0, 141.0, 164.0, 270024159.0, 270024325.0, 270024331.0, 270024300.0, 270024323.0
76.0, 139.0, 162.0, 270024257.0, 270024333.0, 270024337.0, 270024396.0, 270024419.0
48.0, 139.0, 162.0, 270024289.0, 270024337.0, 270024342.0, 270024428.0, 270024451.0
170.0, 140.0, 163.0, 270024320.0, 270024490.0, 270024498.0, 270024460.0, 270024483.0
50.0, 139.0, 162.0, 270024449.0, 270024499.0, 270024504.0, 270024588.0, 270024611.0
161.0, 140.0, 163.0, 270024496.0, 270024657.0, 270024663.0, 270024636.0, 270024659.0
195.0, 139.0, 162.0, 270024625.0, 270024820.0, 270024825.0, 270024764.0, 270024787.0
105.0, 139.0, 162.0, 270024721.0, 270024826.0, 270024832.0, 270024860.0, 270024883.0
50.0, 141.0, 164.0, 270024783.0, 270024833.0, 270024838.0, 270024924.0, 270024947.0
168.0, 139.0, 162.0, 270024817.0, 270024985.0, 270024993.0, 270024956.0, 270024979.0
191.0, 141.0, 164.0, 270024959.0, 270025150.0, 270025163.0, 270025100.0, 270025123.0
187.0, 134.0, 157.0, 270025128.0, 270025315.0, 270025326.0, 270025262.0, 270025285.0
184.0, 141.0, 164.0, 270025295.0, 270025479.0, 270025490.0, 270025436.0, 270025459.0
183.0, 135.0, 158.0, 270025461.0, 270025644.0, 270025656.0, 270025596.0, 270025619.0
193.0, 139.0, 162.0, 270025617.0, 270025810.0, 270025820.0, 270025756.0, 270025779.0
59.0, 138.0, 161.0, 270025762.0, 270025821.0, 270025827.0, 270025900.0, 270025923.0
183.0, 140.0, 163.0, 270025792.0, 270025975.0, 270025985.0, 270025932.0, 270025955.0
189.0, 141.0, 164.0, 270025951.0, 270026140.0, 270026148.0, 270026092.0, 270026115.0
176.0, 142.0, 165.0, 270026127.0, 270026303.0, 270026315.0, 270026269.0, 270026292.0
58.0, 138.0, 161.0, 270026258.0, 270026316.0, 270026321.0, 270026396.0, 270026419.0
175.0, 136.0, 159.0, 270026292.0, 270026467.0, 270026480.0, 270026428.0, 270026451.0
183.0, 141.0, 164.0, 270026448.0, 270026631.0, 270026642.0, 270026589.0, 270026612.0
53.0, 141.0, 164.0, 270026591.0, 270026644.0, 270026649.0, 270026732.0, 270026755.0
172.0, 142.0, 165.0, 270026623.0, 270026795.0, 270026805.0, 270026765.0, 270026788.0
53.0, 139.0, 162.0, 270026754.0, 270026807.0, 270026812.0, 270026893.0, 270026916.0
175.0, 141.0, 164.0, 270026783.0, 270026958.0, 270026968.0, 270026924.0, 270026947.0
41.0, 140.0, 163.0, 270026929.0, 270026970.0, 270026975.0, 270027069.0, 270027092.0
165.0, 141.0, 164.0, 270026960.0, 270027125.0, 270027137.0, 270027101.0, 270027124.0
47.0, 137.0, 160.0, 270027091.0, 270027138.0, 270027143.0, 270027228.0, 270027251.0
167.0, 140.0, 163.0, 270027120.0, 270027287.0, 270027300.0, 270027260.0, 270027283.0
48.0, 136.0, 159.0, 270027253.0, 270027301.0, 270027306.0, 270027389.0, 270027412.0
173.0, 143.0, 166.0, 270027278.0, 270027451.0, 270027464.0, 270027421.0, 270027444.0
38.0, 137.0, 160.0, 270027427.0, 270027465.0, 270027470.0, 270027564.0, 270027587.0
160.0, 138.0, 161.0, 270027458.0, 270027618.0, 270027627.0, 270027596.0, 270027619.0
46.0, 141.0, 164.0, 270027583.0, 270027629.0, 270027634.0, 270027724.0, 270027747.0
164.0, 138.0, 161.0, 270027618.0, 270027782.0, 270027792.0, 270027756.0, 270027779.0
182.0, 139.0, 162.0, 270027761.0, 270027943.0, 270027953.0, 270027900.0, 270027923.0
187.0, 140.0, 163.0, 270027920.0, 270028107.0, 270028120.0, 270028060.0, 270028083.0
43.0, 141.0, 164.0, 270028079.0, 270028122.0, 270028127.0, 270028220.0, 270028243.0
147.0, 142.0, 165.0, 270028127.0, 270028274.0, 270028284.0, 270028269.0, 270028292.0
176.0, 137.0, 160.0, 270028259.0, 270028435.0, 270028445.0, 270028396.0, 270028419.0
182.0, 134.0, 157.0, 270028422.0, 270028604.0, 270028617.0, 270028556.0, 270028579.0
172.0, 134.0, 157.0, 270028598.0, 270028770.0, 270028784.0, 270028732.0, 270028755.0
181.0, 136.0, 159.0, 270028756.0, 270028937.0, 270028951.0, 270028892.0, 270028915.0
176.0, 140.0, 163.0, 270028928.0, 270029104.0, 270029117.0, 270029068.0, 270029091.0
177.0, 134.0, 157.0, 270029094.0, 270029271.0, 270029279.0, 270029228.0, 270029251.0
30.0, 138.0, 161.0, 270029250.0, 270029280.0, 270029286.0, 270029388.0, 270029411.0
159.0, 139.0, 162.0, 270029281.0, 270029440.0, 270029451.0, 270029420.0, 270029443.0
173.0, 134.0, 157.0, 270029431.0, 270029604.0, 270029617.0, 270029565.0, 270029588.0
184.0, 139.0, 162.0, 270029585.0, 270029769.0, 270029783.0, 270029724.0, 270029747.0
168.0, 133.0, 156.0, 270029767.0, 270029935.0, 270029947.0, 270029900.0, 270029923.0
175.0, 134.0, 157.0, 270029926.0, 270030101.0, 270030113.0, 270030060.0, 270030083.0
19.0, 124.0, 147.0, 270030096.0, 270030115.0, 270030121.0, 270030220.0, 270030243.0
137.0, 134.0, 157.0, 270030134.0, 270030271.0, 270030282.0, 270030268.0, 270030291.0
19.0, 100.0, 123.0, 270030264.0, 270030283.0, 270030291.0, 270030364.0, 270030387.0
143.0, 100.0, 123.0, 270030296.0, 270030439.0, 270030450.0, 270030396.0, 270030419.0
24.0, 97.0, 120.0, 270030427.0, 270030451.0, 270030457.0, 270030524.0, 270030547.0
147.0, 98.0, 121.0, 270030458.0, 270030605.0, 270030613.0, 270030556.0, 270030579.0
20.0, 105.0, 128.0, 270030595.0, 270030615.0, 270030622.0, 270030700.0, 270030723.0
145.0, 105.0, 128.0, 270030627.0, 270030772.0, 270030783.0, 270030732.0, 270030755.0
44.0, 121.0, 144.0, 270030740.0, 270030784.0, 270030790.0, 270030861.0, 270030884.0
166.0, 120.0, 143.0, 270030772.0, 270030938.0, 270030949.0, 270030892.0, 270030915.0
169.0, 135.0, 158.0, 270030933.0, 270031102.0, 270031115.0, 270031068.0, 270031091.0
